編號,年度,年級,課次,生字,生字注音,部首,部首注音,總筆畫,部首外筆畫,字義教學,造詞教學-造詞,造詞教學1,造詞教學2,成語教學,字形辨別,字音辨別,教學圖卡
1261,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
46.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1262,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
48.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
46.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1263,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1264,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1265,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
47.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1266,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
49.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
47.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1267,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1268,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1269,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
48.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1270,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
50.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
48.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1271,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1272,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1273,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
49.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1274,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
51.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
49.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1275,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1276,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1277,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
50.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1278,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
52.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
50.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1279,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1280,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1281,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
51.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1282,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
53.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
51.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1283,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1284,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1285,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
52.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1286,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
54.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
52.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1287,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1288,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1289,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
53.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1290,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
55.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
53.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1291,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1292,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1293,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
54.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1294,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
56.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
54.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1295,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1296,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1297,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
55.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1298,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
57.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
55.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1299,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1300,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1301,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
56.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1302,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
58.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
56.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1303,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1304,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
1305,103,4,第七課  收藏秋天,楓,楓,木,木,13,9,植物名。金縷梅科楓香屬，落葉大喬木。葉呈掌狀三裂，邊緣有細鋸齒。春季抽新葉並開黃褐色花。秋天葉色由黃而紅，甚為美觀，常栽培為庭園樹。木材可供建築及箱櫃用。如：楓紅,楓林,"解釋
楓樹遍布的林子。
例句
山中最令人心怡的景色，就是秋天這片彩色楓林。","1.楓樹
解釋
楓樹為高大喬木，樹高達24米，冠幅可達16米。花期四月到五月，果期九到十月。老枝深黃褐色，具縱條紋，無毛。幼樹直立生長，隨著樹齡的增長，樹冠逐漸敞開呈圓形。
57.楓葉
解釋
楓葉是楓樹的樹葉，亦為加拿大的重要標誌。",不製作,不製作,不製作,是
1306,103,4,第七課  收藏秋天,迴,迴,?,綽,10,6,"1.旋轉、環繞。如：迴旋、巡迴
2.掉轉、返回。如：迴向、迴首
3.避開。如：迴避
59.曲折。如：迴廊、迂迴",迴盪,"解釋
迴旋飄浮。
例句
她嘹亮的歌聲在空曠的禮堂中迴盪。","1.巡迴
解釋
沿一定路線到各處。
57.迴廊
解釋
曲折蜿蜒的走廊。","峰迴路轉
解釋
比喻事情有了新的轉機。
造句
因為新證人的指認，讓這件竊盜案峰迴路轉，終於抓到幕後黑手了。","迴（?）：迴轉、巡迴
回：回家、收回
洄（?）：洄流",不製作,不製作
1307,103,4,第七課  收藏秋天,蜿,蜿,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜿（虫）：蜿蜒
碗（石）：飯碗、碗筷
婉（女）：婉轉、婉約
惋（?）：惋惜、惋嘆
腕（  左邊要造字  ）：手腕、扼腕",不製作,不製作
1308,103,4,第七課  收藏秋天,蜒,蜒,虫,悔,14,8,形容河流、道路等曲折延伸的樣子。如：蜿蜒,蜿蜒,"解釋
形容河流、道路等曲折延伸的樣子。
例句
順著這條蜿蜒的小路下去，就可到達河邊。","蜿蜒
解釋
形容河流、道路等曲折延伸的樣子。",不製作,"蜒（最右部件要造字）：蜿蜒
蜓（最右部件要造字）：蜻蜓點水",不製作,是
